timestamp,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1656403447.76431584,79888943,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1624743938446045,-2.15,nan,0.0,0.007525557652115822,0,0
1656403447.86242199,79987049,0.0,0.0,0.0,0.12618795037269592,0.0,-2.160991668701172,-2.0300000000000002,nan,0.0,0.009008282795548439,0,3
1656403447.96242189,80087049,0.0,0.0,0.0,0.12618795037269592,0.0,-2.159531593322754,-1.94,nan,0.0,0.010545605793595314,0,3
1656403448.06243896,80187066,0.0,0.0,0.0,0.12618795037269592,0.0,-2.159071922302246,-2.27,nan,0.0,0.011005276814103127,0,3
1656403448.16246200,80287089,0.0,0.0,0.0,0.12618795037269592,0.0,-2.159000873565674,-1.84,nan,0.0,0.011076325550675392,0,3
1656403448.26240993,80387037,0.0,0.0,0.0,0.12618795037269592,0.0,-2.158933401107788,-1.99,nan,0.0,0.011143798008561134,0,3
1656403448.36245298,80487080,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1581661701202393,-2.07,nan,0.0,0.011911028996109962,0,2
1656403448.46245885,80587086,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1590189933776855,-2.18,nan,0.0,0.011058205738663673,0,2
1656403448.56244183,80687069,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1602792739868164,-2.21,nan,0.0,0.009797925129532814,0,2
1656403448.66243100,80787058,0.0,0.0,0.0,0.12618795037269592,0.0,-2.160743474960327,-1.79,nan,0.0,0.009333724156022072,0,2
1656403448.76242399,80887051,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1597893238067627,-1.97,nan,0.0,0.010287875309586525,0,2
1656403448.86246991,80987097,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1594159603118896,-1.9100000000000001,nan,0.0,0.010894889011979103,0,2
1656403448.96241379,81087041,0.0,0.0,0.0,0.12618795037269592,0.0,-2.158796787261963,-1.96,nan,0.0,0.012205475941300392,0,1
1656403449.06243587,81187063,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1565370559692383,-2.2600000000000002,nan,0.0,0.014465207234025002,0,1
1656403449.16245794,81287085,0.0,0.0,0.0,0.12618795037269592,0.0,-2.154136896133423,-1.68,nan,0.0,0.01686536706984043,0,1
1656403449.26244378,81387071,0.0,0.0,0.0,0.12618795037269592,0.0,-2.153182029724121,-1.87,nan,0.0,0.01782023347914219,0,1
1656403449.36240196,81487029,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1520612239837646,-1.8800000000000001,nan,0.0,0.019286269322037697,0,1
1656403449.46242881,81587056,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1493992805480957,-2.0100000000000002,nan,0.0,0.02210366167128086,0,1
1656403449.56244993,81687077,0.0,0.0,0.0,0.12618795037269592,0.0,-2.146225929260254,-2.31,nan,0.0,0.025277012959122658,0,1
1656403449.66237879,81787006,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1436572074890137,-2.06,nan,0.0,0.028079384937882423,0,1
1656403449.76240683,81887034,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1414570808410645,-2.3000000000000003,nan,0.0,0.03043496049940586,0,1
1656403449.86240888,81987036,0.0,0.0,0.0,0.12618795037269592,0.0,-2.14066481590271,-1.96,nan,0.0,0.031572453677654266,0,1
1656403449.96243477,82087062,0.0,0.0,0.0,0.12618795037269592,0.0,-2.139968156814575,-2.08,nan,0.0,0.03226911276578903,0,0
1656403450.06244779,82187075,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1392693519592285,-2.2,nan,0.0,0.03320156782865524,0,0
1656403450.16244888,82287076,0.0,0.0,0.0,0.12618795037269592,0.0,-2.138852834701538,-2.17,nan,0.0,0.03361808508634567,0,0
1656403450.26243401,82387061,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1414871215820312,-1.76,nan,0.0,0.030983800068497658,0,0
1656403450.36243987,82487067,0.0,0.0,0.0,0.12618795037269592,0.0,-2.1438324451446533,-2.2600000000000002,nan,0.0,0.028638476505875587,0,0
1656403450.46246099,82587088,0.0,0.0,0.0,0.12618795037269592,0.0,-2.143385887145996,-2.0300000000000002,nan,0.0,0.029240483418107033,0,0
1656403450.56246591,82687093,3.2736893444962334e-06,1.2300006346777081e-08,3.2859877592272824e-06,0.12618795037269592,0.0,-2.141852617263794,-1.83,nan,0.0,0.03146516531705856,0,0
1656403450.66244388,82787071,3.2736893444962334e-06,1.23027348308824e-08,3.2859929888218176e-06,0.12618795037269592,0.0,-2.1404716968536377,-2.1,nan,0.0,0.03284608572721481,0,0
1656403450.76244593,82887073,9.847444744082168e-06,3.662808012450114e-08,9.884128303383477e-06,0.12618795037269592,0.0,-2.1392784118652344,-1.95,nan,0.0,0.0343855544924736,0,0
1656403450.86245179,82987079,3.2736893444962334e-06,1.2165401130914688e-08,3.2858672511792975e-06,0.12618795037269592,0.0,-2.139914035797119,-1.9100000000000001,nan,0.0,0.03374993056058884,0,0
1656403450.96241093,83087038,3.2736893444962334e-06,1.2164946383563802e-08,9.884076462185476e-06,0.12618795037269592,0.0,-2.140545606613159,-2.11,nan,0.0,0.033273808658123016,0,0
1656403451.06250000,83187127,3.2736893444962334e-06,1.2140390026615933e-08,3.2857888072612695e-06,0.12618795037269592,0.0,-2.1432816982269287,-1.97,nan,0.0,0.030537718906998634,0,0
1656403451.16244793,83287075,9.847444744082168e-06,3.640889190137386e-08,3.2858340546226827e-06,0.12618795037269592,0.0,-2.1462061405181885,-2.22,nan,0.0,0.02761327661573887,0,0
1656403451.26242685,83387054,3.2736893444962334e-06,1.2121745385229588e-08,3.2858199574548053e-06,0.12618795037269592,0.0,-2.1500813961029053,-2.07,nan,0.0,0.023391837254166603,0,0
1656403451.36243987,83487067,9.847444744082168e-06,3.6462552088778466e-08,9.88388910627691e-06,0.12618795037269592,0.0,-2.1538143157958984,-2.35,nan,0.0,0.01965891756117344,0,0
