timestamp,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1670485398.14437604,91620816,0.0,0.0,0.0,0.12628348171710968,0.0,0.7223012447357178,0.16,nan,0.0,0.002301260828971863,0,-1
1670485398.24244905,91718889,0.0,0.0,0.0,0.12628348171710968,0.0,0.7421957850456238,0.18,nan,0.0,0.022195860743522644,0,13
1670485398.34239507,91818835,0.0,0.0,0.0,0.12628348171710968,0.0,0.7599924206733704,0.11,nan,0.0,0.03999243676662445,0,13
1670485398.44241309,91918853,0.0,0.0,0.0,0.12628348171710968,0.0,0.7725391983985901,0.09,nan,0.0,0.052392348647117615,0,13
1670485398.54242897,92018869,0.0,0.0,0.0,0.12628348171710968,0.0,0.7826919555664062,0.43,nan,0.0,0.06254510581493378,0,13
1670485398.64246416,92118904,0.0,0.0,0.0,0.12628348171710968,0.0,0.7880389094352722,0.1,nan,0.0,0.06789205968379974,0,12
1670485398.74245310,92218893,0.0,0.0,0.0,0.12628348171710968,0.0,0.7921614646911621,-0.02,nan,0.0,0.07201461493968964,0,12
1670485398.84249902,92318939,0.0,0.0,0.0,0.12628348171710968,0.0,0.7957789301872253,0.45,nan,0.0,0.0751991719007492,0,12
1670485398.94255400,92418994,0.0,0.0,0.0,0.12628348171710968,0.0,0.8007009625434875,0.04,nan,0.0,0.08012114465236664,0,11
1670485399.04242396,92518864,0.0,0.0,0.0,0.12628348171710968,0.0,0.8041689991950989,0.15,nan,0.0,0.08358918130397797,0,11
1670485399.14238811,92618828,0.0,0.0,0.0,0.12628348171710968,0.0,0.8076922297477722,0.36,nan,0.0,0.08696560561656952,0,11
1670485399.24249911,92718939,0.0,0.0,0.0,0.12628348171710968,0.0,0.8101948499679565,0.2,nan,0.0,0.0890447348356247,0,10
1670485399.34243608,92818876,0.0,0.0,0.0,0.12628348171710968,0.0,0.8133077025413513,0.24,nan,0.0,0.09193728864192963,0,10
1670485399.44244003,92918880,0.0,0.0,0.0,0.12628348171710968,0.0,0.8156731128692627,0.38,nan,0.0,0.094302698969841,0,9
1670485399.54246402,93018904,0.0,0.0,0.0,0.12628348171710968,0.0,0.8189889192581177,0.09,nan,0.0,0.09761850535869598,0,9
1670485399.64244604,93118886,0.0,0.0,0.0,0.12628348171710968,0.0,0.820032000541687,0.07,nan,0.0,0.09851382672786713,0,9
1670485399.74245095,93218891,0.0,0.0,0.0,0.12628348171710968,0.0,0.8206714391708374,0.37,nan,0.0,0.09915320575237274,0,8
