timestamp,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1674113035.18389392,56818739,0.0,0.0,0.0,0.26131507754325867,0.0,-0.40271085500717163,-2.82,nan,0.0,0.007289106026291847,0,0
1674113035.28193688,56916782,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3804399371147156,-2.57,nan,0.0,0.029560023918747902,0,17
1674113035.38197994,57016825,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3625616729259491,-2.8000000000000003,nan,0.0,0.04743831604719162,0,17
1674113035.48195887,57116804,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3537153899669647,-2.56,nan,0.0,0.056284599006175995,0,16
1674113035.58198094,57216826,0.0,0.0,0.0,0.26131507754325867,0.0,-0.34359046816825867,-2.64,nan,0.0,0.06640952080488205,0,16
1674113035.68192005,57316765,0.0,0.0,0.0,0.26131507754325867,0.0,-0.33743375539779663,-2.82,nan,0.0,0.0725662037730217,0,15
1674113035.78202891,57416874,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3300856947898865,-2.74,nan,0.0,0.07991426438093185,0,15
1674113035.88193607,57516781,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3288840651512146,-2.66,nan,0.0,0.08111589401960373,0,14
1674113035.98198199,57616827,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3255547881126404,-2.72,nan,0.0,0.08444517105817795,0,14
1674113036.08198810,57716833,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3292364776134491,-2.79,nan,0.0,0.08076351135969162,0,13
1674113036.18197799,57816823,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3293399214744568,-2.88,nan,0.0,0.08066003769636154,0,12
1674113036.28196192,57916807,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3326229751110077,-2.69,nan,0.0,0.07737701386213303,0,12
1674113036.38194895,58016794,0.0,0.0,0.0,0.26131507754325867,0.0,-0.33301112055778503,-2.73,nan,0.0,0.07698886841535568,0,11
1674113036.48196292,58116808,0.0,0.0,0.0,0.26131507754325867,0.0,-0.33846232295036316,-2.61,nan,0.0,0.07153766602277756,0,10
1674113036.58197689,58216822,0.0,0.0,0.0,0.26131507754325867,0.0,-0.34033411741256714,-2.75,nan,0.0,0.06966584175825119,0,10
1674113036.68199587,58316841,0.0,0.0,0.0,0.26131507754325867,0.0,-0.34728163480758667,-2.57,nan,0.0,0.06271832436323166,0,9
1674113036.78196096,58416806,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3501548171043396,-2.49,nan,0.0,0.06005876511335373,0,8
1674113036.88201594,58516861,0.0,0.0,0.0,0.26131507754325867,0.0,-0.35581105947494507,-2.46,nan,0.0,0.054627589881420135,0,8
1674113036.98193502,58616780,0.0,0.0,0.0,0.26131507754325867,0.0,-0.35707777738571167,-2.54,nan,0.0,0.053360871970653534,0,7
1674113037.08197594,58716821,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3599641025066376,-2.69,nan,0.0,0.05047457665205002,0,7
1674113037.18191004,58816755,0.0,0.0,0.0,0.26131507754325867,0.0,-0.36050790548324585,-2.69,nan,0.0,0.049930743873119354,0,6
1674113037.28201890,58916864,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3671228289604187,-2.75,nan,0.0,0.0433158203959465,0,6
1674113037.38198590,59016831,0.0,0.0,0.0,0.26131507754325867,0.0,-0.37059515714645386,-2.67,nan,0.0,0.03999321907758713,0,5
1674113037.48195601,59116801,0.0,0.0,0.0,0.26131507754325867,0.0,-0.37658926844596863,-2.61,nan,0.0,0.033999137580394745,0,4
1674113037.58200407,59216849,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3787385821342468,-2.58,nan,0.0,0.03184979408979416,0,4
1674113037.68200994,59316855,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3801264464855194,-2.65,nan,0.0,0.030461961403489113,0,4
1674113037.78197789,59416823,0.0,0.0,0.0,0.26131507754325867,0.0,-0.37877386808395386,-2.48,nan,0.0,0.031664781272411346,0,3
1674113037.88198590,59516831,0.0,0.0,0.0,0.26131507754325867,0.0,-0.37661927938461304,-2.48,nan,0.0,0.03381936997175217,0,3
1674113037.98197508,59616820,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3722230792045593,-2.27,nan,0.0,0.03821557015180588,0,3
1674113038.08196902,59716814,0.0,0.0,0.0,0.26131507754325867,0.0,-0.36743804812431335,-2.48,nan,0.0,0.04300063103437424,0,3
1674113038.18196106,59816806,0.0,0.0,0.0,0.26131507754325867,0.0,-0.36064738035202026,-2.59,nan,0.0,0.04979126900434494,0,3
1674113038.28191090,59916756,0.0,0.0,0.0,0.26131507754325867,0.0,-0.35304540395736694,-2.5500000000000003,nan,0.0,0.057168178260326385,0,3
1674113038.38196802,60016813,0.0,0.0,0.0,0.26131507754325867,0.0,-0.34546801447868347,-2.84,nan,0.0,0.06474559754133224,0,2
1674113038.48202491,60116870,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3407606780529022,-2.69,nan,0.0,0.0694529339671135,0,2
1674113038.58197308,60216818,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3356625735759735,-2.52,nan,0.0,0.0745510384440422,0,2
1674113038.68198609,60316831,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3287898898124695,-2.7,nan,0.0,0.08142369240522385,0,2
1674113038.78193188,60416777,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3217901885509491,-2.37,nan,0.0,0.08842342346906662,0,2
1674113038.88198400,60516829,0.0,0.0,0.0,0.26131507754325867,0.0,-0.3135945498943329,-2.5300000000000002,nan,0.0,0.09661906212568283,0,2
1674113038.98195505,60616800,0.0,0.0,0.0,0.26131507754325867,0.0,-0.30524247884750366,-2.69,nan,0.0,0.10497110337018967,0,2
1674113039.08196497,60716810,0.0,0.0,0.0,0.26131507754325867,0.0,-0.29851457476615906,-2.61,nan,0.0,0.11169903725385666,0,2
1674113039.18200493,60816850,0.0,0.0,0.0,0.26131507754325867,0.0,-0.29167672991752625,-2.58,nan,0.0,0.11853688210248947,0,2
1674113039.28198409,60916829,0.0,0.0,0.0,0.26131507754325867,0.0,-0.28331825137138367,-2.58,nan,0.0,0.12674564123153687,0,2
1674113039.38198805,61016833,0.0,0.0,0.0,0.26131507754325867,0.0,-0.27537938952445984,-2.5500000000000003,nan,0.0,0.1346845030784607,0,2
1674113039.48195696,61116802,0.0,0.0,0.0,0.26131507754325867,0.0,-0.2677154242992401,-2.2600000000000002,nan,0.0,0.14234846830368042,0,2
1674113039.58198595,61216831,0.0,0.0,0.0,0.26131507754325867,0.0,-0.2589218318462372,-2.57,nan,0.0,0.15114206075668335,0,1
1674113039.68196392,61316809,0.0,0.0,0.0,0.26131507754325867,0.0,-0.24873563647270203,-2.27,nan,0.0,0.1613282561302185,0,2
1674113039.78200793,61416853,0.0,0.0,0.0,0.26131507754325867,0.0,-0.23879501223564148,-2.41,nan,0.0,0.17126888036727905,0,2
1674113039.88194895,61516794,0.0,0.0,0.0,0.26131507754325867,0.0,-0.23013301193714142,-2.46,nan,0.0,0.17970675230026245,0,2
1674113039.98192286,61616768,0.0,0.0,0.0,0.26131507754325867,0.0,-0.22223897278308868,-2.62,nan,0.0,0.18760079145431519,0,2
1674113040.08197498,61716820,0.0,0.0,0.0,0.26131507754325867,0.0,-0.21850676834583282,-2.42,nan,0.0,0.19133299589157104,0,2
1674113040.18197894,61816824,0.0,0.0,0.0,0.26131507754325867,0.0,-0.21431848406791687,-2.2800000000000002,nan,0.0,0.1955212950706482,0,1
1674113040.28197193,61916817,0.0,0.0,0.0,0.26131507754325867,0.0,-0.21109220385551453,-2.56,nan,0.0,0.19874757528305054,0,1
1674113040.38199091,62016836,0.0,0.0,0.0,0.26131507754325867,0.0,-0.2074262797832489,-2.56,nan,0.0,0.20241349935531616,0,1
1674113040.48198295,62116828,0.0,0.0,0.0,0.26131507754325867,0.0,-0.2067060023546219,-2.33,nan,0.0,0.20313376188278198,0,0
1674113040.58198500,62216830,0.003755937796086073,6.5194908529520035e-06,0.0037624340038746595,0.26131507754325867,0.0,-0.20463033020496368,-2.46,nan,0.0,0.20520943403244019,0,0
